query_protein,similar_protein,similarity
Q88K39,Q07806,0.9576463
Q88K39,O68541,0.95620453
Q89ZI2,Q59288,0.9784375
Q89ZI2,Q8AAK6,0.9619788
Q89ZI2,P12256,0.9542804
Q89ZI2,P46883,0.95357
Q89ZI2,P49424,0.9533981
Q89ZI2,Q7WUJ1,0.95305955
Q89ZI2,P0ABK9,0.9516827
Q89ZI2,P25910,0.9513141
Q89ZI2,B2ZTR6,0.9485571
Q89ZI2,P0AE22,0.9484588
Q8AAK6,Q7MUW6,0.9682536
Q8AAK6,Q89ZI2,0.9619788
Q8AAK6,P06864,0.95936495
Q8AAK6,P25910,0.95580935
Q8AAK6,Q47764,0.95311534
Q8AAK6,Q9UDR5,0.95298696
Q8AAK6,P37672,0.95140076
Q8AAK6,Q9ZEU2,0.95103616
Q8AAK6,P12256,0.95049644
Q8AAK6,A0A023W3H0,0.95016885
Q8DNB6,Q04707,0.9798237
Q8DNB6,Q8DR59,0.97962034
Q8DNB6,O70038,0.9791782
Q8DNB6,Q7CRA4,0.9791782
Q8DNB6,A0A0H2XJ39,0.97656906
Q8DNB6,P0A3M6,0.9748745
Q8DNB6,P0A3M5,0.9748745
Q8DNB6,Q75Y35,0.96915686
Q8DNB6,P14677,0.9689196
Q8DNB6,P59676,0.9687151
Q8DNV6,P37062,0.9512999
Q8DNV6,P11411,0.9482769
Q8DNV6,P75792,0.9470793
Q8DNV6,P17584,0.9450066
Q8DNV6,Q9FD87,0.94344866
Q8DNV6,P45494,0.94243026
Q8DNV6,Q75Y35,0.9400401
Q8DNV6,P71447,0.9390539
Q8DNV6,Q6GGU4,0.9390198
Q8DNV6,Q4L5E4,0.93800384
Q8DP79,P68771,0.99123687
Q8DP79,Q82ZJ0,0.9826753
Q8DP79,Q8NX78,0.97068644
Q8DP79,P68826,0.9698789
Q8DP79,Q819K2,0.95604885
Q8DP79,A0A0H3JRU9,0.95240235
Q8DP79,P45494,0.9498385
Q8DP79,O31410,0.9479666
Q8DP79,Q93LE9,0.94752204
Q8DP79,P41972,0.94641864
Q8DR59,Q04707,0.9999176
Q8DR59,Q8DNB6,0.97962034
Q8DR59,A0A0H2WWQ9,0.9795436
Q8DR59,Q8XJ01,0.97644365
Q8DR59,P0A3M6,0.9753034
Q8DR59,P0A3M5,0.9753034
Q8DR59,Q7CRA4,0.9725164
Q8DR59,O70038,0.9725164
Q8DR59,A0A0H2XJ39,0.9696497
Q8DR59,Q75Y35,0.9641168
Q8DW21,Q81EW9,0.9337649
Q8DW21,A0A0H3K1U2,0.9207818
Q8DW21,Q9FD87,0.919786
Q8DW21,P11411,0.9163984
Q8DW21,P37062,0.9138768
Q8DW21,P28793,0.9084716
Q8DW21,P41972,0.90791714
Q8DW21,P71447,0.90662944
Q8DW21,P41407,0.9063998
Q8DW21,Q9Z4N6,0.90639496
Q8EBR3,P62619,0.98095727
Q8EBR3,P62617,0.98095727
Q8EBR3,P50597,0.9632834
Q8EBR3,P32055,0.95952725
Q8EBR3,P0A794,0.9558302
Q8EBR3,P04036,0.95518947
Q8EBR3,P05042,0.95479834
Q8EBR3,P31057,0.9537107
Q8EBR3,P0A7Z3,0.9524503
Q8EBR3,P0ACC7,0.95240045
Q8GB52,Q01693,0.96261084
Q8GB52,P27693,0.92484885
Q8GB52,O07653,0.92223
Q8GB52,P00780,0.91851676
Q8GB52,P00800,0.91214395
Q8GB52,P00782,0.909214
Q8GB52,P43133,0.9084822
Q8GB52,P00805,0.90607333
Q8GB52,P00781,0.90313745
Q8GB52,P10478,0.9006075
Q8GBW6,Q9Y3I0,0.96944785
Q8GBW6,P0AB80,0.96684533
Q8GBW6,P0AFG8,0.9642309
Q8GBW6,P0AB74,0.96329194
Q8GBW6,P9WN38,0.96297395
Q8GBW6,P9WN39,0.96297395
Q8GBW6,P0A2K1,0.96272457
Q8GBW6,Q8VTT5,0.96246576
Q8GBW6,Q70AC7,0.9623618
Q8GBW6,P72524,0.96235657
Q8GEZ8,P43490,0.96340764
Q8GEZ8,P55792,0.9627671
Q8GEZ8,P09373,0.9608093
Q8GEZ8,A0A0H3JRU9,0.9589584
Q8GEZ8,P11409,0.9544967
Q8GEZ8,O60488,0.95385575
Q8GEZ8,O95470,0.95318305
Q8GEZ8,P23368,0.95240396
Q8GEZ8,P31013,0.9520557
Q8GEZ8,P06737,0.95197165
Q8GGK7,P00132,0.9339055
Q8GGK7,Q9L915,0.9332426
Q8GGK7,P00137,0.9149287
Q8GGK7,P00091,0.91473854
Q8GGK7,P04377,0.8960341
Q8GGK7,P0C0X8,0.89481866
Q8GGK7,P54820,0.88282025
Q8GGK7,P00282,0.8824998
Q8GGK7,P0AG82,0.88193
Q8GGK7,P00101,0.8785726
Q8GI16,Q9R381,0.91562784
Q8GI16,P56653,0.9143711
Q8GI16,P37610,0.9130782
Q8GI16,P0A9M5,0.9124347
Q8GI16,P26841,0.90994084
Q8GI16,O75891,0.90925574
Q8GI16,P31142,0.90791035
Q8GI16,P0A6V8,0.90742815
Q8GI16,P15034,0.9074169
Q8GI16,P0AB74,0.9070095
Q8GIQ0,O34667,0.94534904
Q8GIQ0,P11546,0.94447124
Q8GIQ0,P54716,0.9420184
Q8GIQ0,P17412,0.94058514
Q8GIQ0,P45494,0.9370322
Q8GIQ0,P16099,0.9367422
Q8GIQ0,P69908,0.9347098
Q8GIQ0,P0A108,0.9342893
Q8GIQ0,D2YW37,0.9342649
Q8GIQ0,P09788,0.93389803
Q8GJ44,P09850,0.9503411
Q8GJ44,P23904,0.94604635
Q8GJ44,P10478,0.94558024
Q8GJ44,P37700,0.9390787
Q8GJ44,Q7SIE2,0.9326563
Q8GJ44,P16218,0.93152595
Q8GJ44,O07653,0.9273189
Q8GJ44,P43133,0.9261025
Q8GJ44,P00800,0.92587566
Q8GJ44,Q93UV9,0.92525184
Q8GMG0,Q9RC92,0.9640635
Q8GMG0,P39377,0.9615413
Q8GMG0,Q7SIE9,0.9611974
Q8GMG0,P75914,0.96081054
Q8GMG0,Q8VTT5,0.95947087
Q8GMG0,P33247,0.9593061
Q8GMG0,P81006,0.95892483
Q8GMG0,P27696,0.9575126
Q8GMG0,Q9RYA6,0.9570353
Q8GMG0,P9WIQ1,0.95685196
Q8GN86,P9WPF1,0.9698825
Q8GN86,O68600,0.9663191
Q8GN86,Q01782,0.96331656
Q8GN86,Q9LCV9,0.9619514
Q8GN86,P0A434,0.9579152
Q8GN86,P0A433,0.9579152
Q8GN86,Q9RZ04,0.9575343
Q8GN86,Q93LD7,0.9563689
Q8GN86,Q06528,0.9561027
Q8GN86,Q9HYX1,0.9556428
Q8GR64,Q46444,0.9694835
Q8GR64,Q9X6R4,0.9655142
Q8GR64,Q9X5N2,0.956764
Q8GR64,Q8XB74,0.95634425
Q8GR64,P24474,0.95491785
Q8GR64,Q07806,0.9525459
Q8GR64,P31133,0.95107496
Q8GR64,Q9I5I9,0.95080674
Q8GR64,P14532,0.9496652
Q8GR64,P00634,0.94578224
Q8I372,Q27738,0.9623412
Q8I372,Q08210,0.946012
Q8I372,Q59H18,0.9417807
Q8I372,P53848,0.9412641
Q8I372,P46925,0.9403424
Q8I372,P13956,0.93803024
Q8I372,Q9PPP5,0.93691576
Q8I372,P62344,0.93675697
Q8I372,P00709,0.9346489
Q8I372,P98170,0.9345872
Q8II92,P50870,0.9441619
Q8II92,Q94655,0.94003975
Q8II92,Q9U8D3,0.93525565
Q8II92,Q9PPP5,0.9320266
Q8II92,P05102,0.9317616
Q8II92,P30418,0.9273374
Q8II92,P54965,0.92712593
Q8II92,P22906,0.9247247
Q8II92,P11409,0.9244809
Q8II92,P13922,0.9224413
Q8IU85,Q14012,0.9759942
Q8IU85,P45983,0.9487789
Q8IU85,Q16539,0.9464302
Q8IU85,P49137,0.94419485
Q8IU85,Q13188,0.9432454
Q8IU85,P31751,0.9432409
Q8IU85,Q9UIK4,0.94319284
Q8IU85,P31749,0.9429939
Q8IU85,Q9Y243,0.9416239
Q8IU85,P17252,0.9409254
Q8IUR0,P22314,0.91723895
Q8IUR0,P28340,0.9132329
Q8IUR0,Q9NPH2,0.91115844
Q8IUR0,Q9Y678,0.9066212
Q8IUR0,O43617,0.90499955
Q8IUR0,P30049,0.90350246
Q8IUR0,Q9Y285,0.90265393
Q8IUR0,Q9UP95,0.9008799
Q8IUR0,P24298,0.900239
Q8IUR0,Q9Y666,0.89987576
Q8IUZ5,P27708,0.975533
Q8IUZ5,Q16798,0.9711745
Q8IUZ5,P11498,0.9710139
Q8IUZ5,Q53ET4,0.969115
Q8IUZ5,P34897,0.9688144
Q8IUZ5,P11172,0.96841264
Q8IUZ5,P35520,0.96821856
Q8IUZ5,P34896,0.96820927
Q8IUZ5,P23378,0.9677602
Q8IUZ5,Q03154,0.9672353
Q8IVH4,Q9UI43,0.9487462
Q8IVH4,P54886,0.94457763
Q8IVH4,O75521,0.9442463
Q8IVH4,Q6PI48,0.9424776
Q8IVH4,P14324,0.94075584
Q8IVH4,Q02153,0.939922
Q8IVH4,O15439,0.93949354
Q8IVH4,Q9Y2Z4,0.938058
Q8IVH4,P37058,0.9372172
Q8IVH4,P16591,0.93600726
Q8IVH8,Q9Y4K4,0.98802793
Q8IVH8,P78352,0.9634096
Q8IVH8,Q9UKE5,0.96115243
Q8IVH8,Q12756,0.95912385
Q8IVH8,Q01668,0.9590653
Q8IVH8,Q13177,0.95386314
Q8IVH8,P27448,0.9533517
Q8IVH8,Q7Z460,0.9525075
Q8IVH8,P35226,0.95083976
Q8IVH8,P78362,0.95015657
Q8IVL5,Q32P28,0.9922773
Q8IVL5,P52848,0.9632069
Q8IVL5,Q16478,0.96309364
Q8IVL5,Q9NXG6,0.9611081
Q8IVL5,P07202,0.9609299
Q8IVL5,Q8TD43,0.95945644
Q8IVL5,Q16099,0.95835066
Q8IVL5,O00329,0.9575187
Q8IVL5,Q9Y5S1,0.9565805
Q8IVL5,P01137,0.9564028
Q8IVL6,Q32P28,0.95536906
Q8IVL6,O95382,0.9530876
Q8IVL6,Q02846,0.9518611
Q8IVL6,P17405,0.950146
Q8IVL6,P24347,0.9481081
Q8IVL6,Q9H239,0.9479109
Q8IVL6,Q8TD43,0.9475167
Q8IVL6,P51693,0.947455
Q8IVL6,O15197,0.9472648
Q8IVL6,O60391,0.9463227
Q8IVS2,Q9HA77,0.97563446
Q8IVS2,Q9BW92,0.967168
Q8IVS2,O43272,0.9662486
Q8IVS2,O95363,0.96157
Q8IVS2,Q86WA6,0.9614076
Q8IVS2,Q9NZB8,0.96115315
Q8IVS2,P27708,0.9598634
Q8IVS2,O15382,0.95966494
Q8IVS2,Q9UI32,0.9590119
Q8IVS2,O43837,0.95851004
Q8IW41,P35626,0.9777628
Q8IW41,P35913,0.97595507
Q8IW41,P42338,0.9748211
Q8IW41,P16499,0.97426885
Q8IW41,P42336,0.97333515
Q8IW41,Q9Y233,0.9732381
Q8IW41,P53355,0.9729435
Q8IW41,O96017,0.972849
Q8IW41,P51160,0.9720077
Q8IW41,O60658,0.9719883
Q8IWL2,P02747,0.9459845
Q8IWL2,P11226,0.942959
Q8IWL2,Q14624,0.9424701
Q8IWL2,P02746,0.9420556
Q8IWL2,P01375,0.93939257
Q8IWL2,P19827,0.93934643
Q8IWL2,P07333,0.9370036
Q8IWL2,P20701,0.9351579
Q8IWL2,P04070,0.9351458
Q8IWL2,O60939,0.93511987
Q8IWT1,P20645,0.9595568
Q8IWT1,Q07699,0.95861924
Q8IWT1,P00533,0.95420206
Q8IWT1,P06756,0.9528645
Q8IWT1,Q9NY72,0.9527556
Q8IWT1,Q06033,0.95257306
Q8IWT1,P55287,0.9516113
Q8IWT1,Q15303,0.9494368
Q8IWT1,P08069,0.9475035
Q8IWT1,Q9UBS5,0.94680405
Q8IWU5,P52848,0.9632801
Q8IWU5,P22413,0.9621603
Q8IWU5,P19021,0.9605288
Q8IWU5,Q9HBA0,0.958627
Q8IWU5,P23219,0.95733345
Q8IWU5,P15169,0.95708644
Q8IWU5,O00763,0.9564822
Q8IWU5,O75460,0.95393336
Q8IWU5,P78536,0.9537237
Q8IWU5,P00734,0.9537207
Q8IWU9,P00439,0.9889684
Q8IWU9,P17752,0.9880309
Q8IWU9,P27707,0.9763725
Q8IWU9,P23743,0.9757819
Q8IWU9,O14744,0.975625
Q8IWU9,P48506,0.97432876
Q8IWU9,P37268,0.97359836
Q8IWU9,P48051,0.9731773
Q8IWU9,P20807,0.9729508
Q8IWU9,Q9Y487,0.9715596
Q8IXJ6,P22314,0.9579541
Q8IXJ6,P13051,0.95759004
Q8IXJ6,P28340,0.95636904
Q8IXJ6,Q9UHQ9,0.95575595
Q8IXJ6,O14618,0.9551296
Q8IXJ6,Q9Y285,0.9530475
Q8IXJ6,Q9UGN5,0.95246446
Q8IXJ6,P35520,0.94983524
Q8IXJ6,Q9Y4W6,0.9492532
Q8IXJ6,Q16878,0.94878644
Q8IY84,Q16816,0.9626999
Q8IY84,Q06187,0.9614439
Q8IY84,O14757,0.95881367
Q8IY84,Q02153,0.95867
Q8IY84,Q08881,0.9546124
Q8IY84,Q9UK32,0.95431316
Q8IY84,Q14680,0.9518846
Q8IY84,P42681,0.9501152
Q8IY84,O15530,0.94882244
Q8IY84,Q13131,0.94771254
Q8IYT8,O75385,0.9749361
Q8IYT8,Q9NR82,0.96071464
Q8IYT8,P11274,0.95914483
Q8IYT8,O75912,0.95559585
Q8IYT8,O43526,0.9550636
Q8IYT8,Q92953,0.95379126
Q8IYT8,Q14721,0.9532321
Q8IYT8,Q16760,0.951573
Q8IYT8,P55196,0.9502965
Q8IYT8,Q86XP1,0.94935465
Q8IZS8,Q7Z3S7,0.9868883
Q8IZS8,Q9NY47,0.98603344
Q8IZS8,P54289,0.9848139
Q8IZS8,P06756,0.9770441
Q8IZS8,O95477,0.9747573
Q8IZS8,Q06033,0.965329
Q8IZS8,Q15303,0.9646551
Q8IZS8,Q14831,0.9643706
Q8IZS8,P29323,0.9637495
Q8IZS8,P01024,0.9632112
Q8KI25,Q54528,0.96813476
Q8KI25,O07732,0.96520174
Q8KI25,Q83WG3,0.96424866
Q8KI25,P9WNW7,0.9640258
Q8KI25,Q06528,0.9629309
Q8KI25,Q9RX51,0.96230435
Q8KI25,Q9FCA6,0.9612537
Q8KI25,Q9X2W8,0.9592416
Q8KI25,Q05581,0.9583025
Q8KI25,P17297,0.95817786
Q8KN66,P26391,0.96099615
Q8KN66,P26397,0.9596866
Q8KN66,P0A9P4,0.95455945
Q8KN66,P17169,0.951939
Q8KN66,P09104,0.9501032
Q8KN66,P26392,0.95009035
Q8KN66,P26276,0.9486463
Q8KN66,P04391,0.94826376
Q8KN66,P06983,0.94658494
Q8KN66,P0AES6,0.946266
Q8KNZ7,Q9XB61,0.9666655
Q8KNZ7,P18548,0.9640554
Q8KNZ7,Q6ZZJ1,0.96254313
Q8KNZ7,P55407,0.95852375
Q8KNZ7,Q70GK9,0.95807844
Q8KNZ7,P14751,0.9578339
Q8KNZ7,Q9LCC8,0.9568669
Q8KNZ7,P0A112,0.955129
Q8KNZ7,P0A9E0,0.95499146
Q8KNZ7,P33905,0.9533898
Q8N0U8,Q9BQB6,0.96073836
Q8N0U8,Q96BI3,0.9553945
Q8N0U8,P31639,0.9493823
Q8N0U8,Q9UHI5,0.9461565
Q8N0U8,P51788,0.9450103
Q8N0U8,Q99735,0.94205767
Q8N0U8,P49281,0.9383146
Q8N0U8,Q92952,0.9376246
Q8N0U8,Q8TCT9,0.9339547
Q8N0U8,Q93050,0.933777
Q8N119,P24347,0.97958326
Q8N119,O75173,0.97850084
Q8N119,Q9Y5R2,0.9724797
Q8N119,P14616,0.97224
Q8N119,P08514,0.96988326
Q8N119,P35590,0.96847856
Q8N119,Q9ULZ9,0.967289
Q8N119,Q9NXG6,0.9670274
Q8N119,Q9H239,0.96683776
Q8N119,P07202,0.966344
Q8N142,P30520,0.99353766
Q8N142,Q13126,0.96907234
Q8N142,P09467,0.96718496
Q8N142,P14868,0.9651575
Q8N142,P14618,0.96514064
Q8N142,O43252,0.9610642
Q8N142,P47989,0.9601588
Q8N142,P13995,0.96013606
Q8N142,P31153,0.9595051
Q8N142,Q9H2P9,0.95942605
Q8N159,O60294,0.97001433
Q8N159,O00750,0.9656259
Q8N159,O95382,0.9637401
Q8N159,P50747,0.9620923
Q8N159,P29597,0.9618414
Q8N159,Q00653,0.9613534
Q8N159,P52333,0.96013343
Q8N159,Q04912,0.9600542
Q8N159,Q8TCT1,0.96002626
Q8N159,P52824,0.95969415
Q8N1C3,P18507,0.99431974
Q8N1C3,Q99928,0.9934448
Q8N1C3,Q15825,0.9634719
Q8N1C3,P30532,0.9598452
Q8N1C3,Q05901,0.95858955
Q8N1C3,P39086,0.9554666
Q8N1C3,P28476,0.9545032
Q8N1C3,P24046,0.9533938
Q8N1C3,P48169,0.9532773
Q8N1C3,Q13002,0.946524
Q8N1G2,P42336,0.9776716
Q8N1G2,Q15111,0.9774585
Q8N1G2,P48736,0.9750842
Q8N1G2,P42338,0.97420776
Q8N1G2,Q6V1X1,0.9727786
Q8N1G2,P26358,0.97178674
Q8N1G2,Q13085,0.97162634
Q8N1G2,P47712,0.9715397
Q8N1G2,O00418,0.9715073
Q8N1G2,P52429,0.9709917
Q8N1Q1,P07451,0.9830582
Q8N1Q1,P00915,0.9745265
Q8N1Q1,P43166,0.9741061
Q8N1Q1,P00918,0.9527156
Q8N1Q1,Q9Y2D0,0.94182897
Q8N1Q1,O43570,0.9395161
Q8N1Q1,P54317,0.93929225
Q8N1Q1,Q8TET4,0.938048
Q8N1Q1,P55210,0.93599224
Q8N1Q1,P00439,0.93555063
Q8N4C8,P54284,0.97300243
Q8N4C8,Q08289,0.9681289
Q8N4C8,Q02641,0.9668774
Q8N4C8,O00305,0.9632805
Q8N4C8,Q9UKE5,0.95001805
Q8N4C8,Q9UQL6,0.9476671
Q8N4C8,Q9Y2H9,0.9475471
Q8N4C8,Q08499,0.9469115
Q8N4C8,Q15796,0.94653755
Q8N4C8,Q9P0L2,0.9439423
Q8N543,P49619,0.97445893
Q8N543,Q7Z2Z2,0.9702158
Q8N543,P52788,0.9678863
Q8N543,P23743,0.9656875
Q8N543,Q14181,0.96549845
Q8N543,Q9UGN5,0.9651809
Q8N543,Q9NWT6,0.9610758
Q8N543,O60678,0.96039
Q8N543,Q14289,0.96035033
Q8N543,Q96QT4,0.95998687
Q8N568,O15075,0.9875646
Q8N568,Q15139,0.96561986
Q8N568,Q16513,0.9632651
Q8N568,Q92993,0.96169496
Q8N568,Q05397,0.95839024
Q8N568,Q16760,0.95635736
Q8N568,Q12756,0.9557469
Q8N568,Q9HB21,0.95169485
Q8N568,Q9HBH9,0.95168686
Q8N568,Q9UBF8,0.9505198
Q8N5S9,Q96RR4,0.9611719
Q8N5S9,Q9BUB5,0.9605127
Q8N5S9,O75912,0.9599767
Q8N5S9,Q13574,0.9530109
Q8N5S9,Q16760,0.95258445
Q8N5S9,Q9HBH9,0.9507358
Q8N5S9,P53350,0.9505365
Q8N5S9,O15530,0.9495696
Q8N5S9,O94925,0.94954604
Q8N5S9,P14598,0.9495146
Q8N5Z0,O60488,0.9773611
Q8N5Z0,Q6YP21,0.9709066
Q8N5Z0,P80404,0.96997726
Q8N5Z0,Q16719,0.96845174
Q8N5Z0,O95470,0.96449506
Q8N5Z0,P00480,0.963297
Q8N5Z0,P31327,0.96299803
Q8N5Z0,P10614,0.96159494
Q8N5Z0,P09960,0.96141005
Q8N5Z0,P40939,0.96089685
Q8N8N7,Q14914,0.9670937
Q8N8N7,Q08257,0.95616364
Q8N8N7,P17174,0.95354664
Q8N8N7,P06746,0.9503672
Q8N8N7,P54687,0.9495716
Q8N8N7,P49915,0.9494821
Q8N8N7,Q06203,0.9491571
Q8N8N7,Q16719,0.9484052
Q8N8N7,O60488,0.94827855
Q8N8N7,Q6YP21,0.9473138
Q8N8R3,Q92781,0.93540835
Q8N8R3,Q15758,0.93299794
Q8N8R3,Q9NYR8,0.9321232
Q8N8R3,P31639,0.92330855
Q8N8R3,P43007,0.92274094
Q8N8R3,Q96D53,0.920447
Q8N8R3,Q9HBH5,0.91956484
Q8N8R3,Q53H96,0.9187477
Q8N8R3,P10635,0.9168
Q8N8R3,P16066,0.9166498
Q8N8Y2,P61421,0.9802603
Q8N8Y2,P46459,0.9631166
Q8N8Y2,Q8NEB9,0.9624611
Q8N8Y2,P37268,0.9619982
Q8N8Y2,P00439,0.96112573
Q8N8Y2,Q9Y487,0.96066827
Q8N8Y2,P56282,0.9603516
Q8N8Y2,Q13621,0.96011984
Q8N8Y2,P17752,0.95916915
Q8N8Y2,Q9HD40,0.959022
Q8N907,Q9BZ11,0.9580487
Q8N907,P52961,0.94794106
Q8N907,Q15109,0.94538
Q8N907,P29376,0.94329524
Q8N907,P15151,0.9392203
Q8N907,O75173,0.9382304
Q8N907,O15547,0.93647325
Q8N907,Q16790,0.9349141
Q8N907,P30530,0.9339844
Q8N907,Q16671,0.93104947
Q8NBN7,Q96NR8,0.97673905
Q8NBN7,Q8TC12,0.97326744
Q8NBN7,Q9UJM8,0.9593172
Q8NBN7,P14550,0.9583
Q8NBN7,P11498,0.95702946
Q8NBN7,Q8IUZ5,0.95572555
Q8NBN7,P21549,0.953618
Q8NBN7,P30613,0.9532355
Q8NBN7,Q53ET4,0.9505577
Q8NBN7,P34897,0.95022154
Q8NBQ5,O15269,0.96296495
Q8NBQ5,Q9BY49,0.9617393
Q8NBQ5,O60488,0.9616673
Q8NBQ5,P15428,0.96077764
Q8NBQ5,Q02338,0.96038246
Q8NBQ5,P28845,0.95790863
Q8NBQ5,O95470,0.9570446
Q8NBQ5,O95749,0.9568958
Q8NBQ5,Q8N5Z0,0.95675576
Q8NBQ5,P40939,0.9566946
Q8NCM2,O95259,0.99393237
Q8NCM2,Q6UVM3,0.9699615
Q8NCM2,Q16322,0.96725214
Q8NCM2,Q08462,0.9646674
Q8NCM2,Q96QT4,0.96465284
Q8NCM2,Q05397,0.9645882
Q8NCM2,Q15139,0.9645827
Q8NCM2,Q9Y6T7,0.9622838
Q8NCM2,P49619,0.96111643
Q8NCM2,Q96L42,0.9603919
Q8NEB9,P23743,0.9805953
Q8NEB9,O14744,0.97904545
Q8NEB9,Q13393,0.977577
Q8NEB9,P56282,0.9774789
Q8NEB9,Q08460,0.9754708
Q8NEB9,P09884,0.9753291
Q8NEB9,Q12791,0.975315
Q8NEB9,P04035,0.97118074
Q8NEB9,Q8IWU9,0.97018015
Q8NEB9,Q7L5N7,0.97005653
Q8NEC5,Q9BZV3,0.92638725
Q8NEC5,Q13873,0.91726375
Q8NEC5,Q13370,0.91532564
Q8NEC5,P08235,0.91517454
Q8NEC5,Q9UN88,0.9120747
Q8NEC5,Q16659,0.91179395
Q8NEC5,Q14432,0.9111433
Q8NEC5,Q13233,0.9106257
Q8NEC5,Q5KSL6,0.91015077
Q8NEC5,P07359,0.90978
Q8NER1,Q9HBA0,0.9940075
Q8NER1,Q9Y5S1,0.99149394
Q8NER1,Q9UL62,0.9774461
Q8NER1,P40145,0.97603166
Q8NER1,Q8NET8,0.97596216
Q8NER1,P32019,0.9759126
Q8NER1,O00329,0.9757201
Q8NER1,O75460,0.97372365
Q8NER1,P33402,0.9722779
Q8NER1,O60266,0.97141045
Q8NET8,Q9HBA0,0.983245
Q8NET8,Q7Z2W7,0.98244166
Q8NET8,O60503,0.9789163
Q8NET8,Q99683,0.9762254
Q8NET8,O75762,0.9761939
Q8NET8,Q8NER1,0.97596216
Q8NET8,P48736,0.97569925
Q8NET8,Q15111,0.9754559
Q8NET8,P53355,0.97521454
Q8NET8,Q9H3M0,0.97501653
Q8NEV4,Q02108,0.97189826
Q8NEV4,Q9BYT3,0.9684967
Q8NEV4,P33402,0.96624917
Q8NEV4,P23458,0.9640937
Q8NEV4,O43353,0.96360075
Q8NEV4,O00444,0.9633527
Q8NEV4,P51956,0.96277046
Q8NEV4,O60674,0.96239024
Q8NEV4,P32019,0.96111816
Q8NEV4,Q92772,0.9610038
Q8NEY4,Q86YB8,0.98243755
Q8NEY4,P21283,0.98084605
Q8NEY4,O15145,0.97932464
Q8NEY4,O15144,0.97832173
Q8NEY4,Q9NXE4,0.97624403
Q8NEY4,P59998,0.9743837
Q8NEY4,Q5T4S7,0.97303534
Q8NEY4,Q9Y6R4,0.9714329
Q8NEY4,Q86V67,0.9709393
Q8NEY4,Q10588,0.9698862
Q8NF37,O43272,0.9656429
Q8NF37,O43306,0.96356076
Q8NF37,Q7L5N7,0.9610254
Q8NF37,P21964,0.9571637
Q8NF37,O00519,0.9562957
Q8NF37,Q8TD43,0.9562204
Q8NF37,P51828,0.9556783
Q8NF37,P14324,0.955654
Q8NF37,Q9UG56,0.9555656
Q8NF37,O95622,0.95549095
Q8NFA2,Q9NRA0,0.9670569
Q8NFA2,O15197,0.9613102
Q8NFA2,Q9UQQ2,0.9609532
Q8NFA2,Q13470,0.96074796
Q8NFA2,Q6DT37,0.9579047
Q8NFA2,P0C264,0.95760214
Q8NFA2,Q9H4B4,0.9561361
Q8NFA2,Q99640,0.95098436
Q8NFA2,Q8TD08,0.9501473
Q8NFA2,Q16584,0.9480028
Q8NFD2,P57078,0.98298687
Q8NFD2,Q9HC29,0.957595
Q8NFD2,Q14145,0.9547645
Q8NFD2,Q6ZN16,0.95388377
Q8NFD2,P53355,0.95369536
Q8NFD2,Q14164,0.95185006
Q8NFD2,O95479,0.9497695
Q8NFD2,O14727,0.94800806
Q8NFD2,P25963,0.94741166
Q8NFD2,Q59H18,0.9463242
Q8NFJ5,Q8NER1,0.95871174
Q8NFJ5,P40145,0.9584441
Q8NFJ5,Q9HBA0,0.9580189
Q8NFJ5,P22888,0.9548597
Q8NFJ5,Q9Y5S1,0.95485467
Q8NFJ5,O60266,0.9546753
Q8NFJ5,O75899,0.9523052
Q8NFJ5,Q9UHC9,0.95102787
Q8NFJ5,Q6ZQN7,0.94862854
Q8NFJ5,Q9NPA1,0.9479197
Q8NFM4,P51828,0.9852581
Q8NFM4,O43306,0.9839109
Q8NFM4,O15554,0.97258294
Q8NFM4,Q8TD43,0.9684969
Q8NFM4,Q13488,0.9675659
Q8NFM4,Q08828,0.9667363
Q8NFM4,P47871,0.96482027
Q8NFM4,O95622,0.96457183
Q8NFM4,O75908,0.9622824
Q8NFM4,P20594,0.95980346
Q8NFW8,P17735,0.9625741
Q8NFW8,Q06278,0.96000797
Q8NFW8,Q6PI48,0.9570959
Q8NFW8,P49915,0.95640147
Q8NFW8,P04053,0.95584077
Q8NFW8,Q96GR2,0.9554085
Q8NFW8,P54886,0.9551717
Q8NFW8,P52788,0.9532361
Q8NFW8,Q02153,0.95148253
Q8NFW8,P42681,0.95028377
Q8NG66,Q14289,0.956474
Q8NG66,Q96QT4,0.9557749
Q8NG66,O15530,0.9530692
Q8NG66,Q96NX5,0.95106596
Q8NG66,Q96L42,0.9488372
Q8NG66,P18031,0.94724536
Q8NG66,Q6UVM3,0.9462866
Q8NG66,Q5JUK3,0.9452783
Q8NG66,O00408,0.94478357
Q8NG66,P51957,0.94446266
Q8NHE4,O15342,0.98636246
Q8NHE4,Q8WW43,0.94959706
Q8NHE4,Q5BJF2,0.93775356
Q8NHE4,Q14973,0.9355305
Q8NHE4,Q96BI3,0.93476343
Q8NHE4,Q9NY91,0.93413657
Q8NHE4,Q9HBG4,0.9315388
Q8NHE4,Q99808,0.93017375
Q8NHE4,Q9UGH3,0.9286889
Q8NHE4,Q9UHI7,0.9277774
Q8NHU3,Q86VZ5,0.98906696
Q8NHU3,P35610,0.97447515
Q8NHU3,Q9NPH5,0.97101575
Q8NHU3,P48651,0.97005516
Q8NHU3,P04839,0.9650172
Q8NHU3,O60266,0.9621855
Q8NHU3,Q99712,0.9606968
